Parque Arqueologico,Elemento arqueológico,Nombre elemento arqueológico,Código ICANH,Descripción,Ubicación actual dentro del parque,Datos historicos,Dimensiones visibles,Técnica de elaboración,Datos bibliograficos
San Agustín,escultura,Figura de ave,No. 198,"Aguila o búho con cetros en las manos. Figura gruesa. La cabeza  tiene pico largo y ojos redondos, alargados en la comisura externa. Encima de la cabeza y hacia atrás tiene un adorno rectangular con tres líneas internas verticales, que no alcanzan el limite superior. Las alas, muy bien trabajadas, se cruzan sobre la espalda. Es curiosa la posición de las patas. Están dobladas sobre el pecho y cogen una especie de cetros o de objetos indeterminados , con un extremo superior redondeado. Se aprecian bien las garras pero no el resto de las patas",Bosque de las estatuas,"Procede del Batan; lugar ubicado a 2 kilómetros del parque arqueológicos se encuentra este montículo funerario. Las referencias de este sitio son de Pérez de barradas y Hernández de Alba. 
En 1948,Duque Gómez explora este montículo  y excava 14 tumbas , la mayoría localizadas por debajo del túmulo., los entierros eran casi todos secundarios.",70 cm  x  110cm x 95 cm,Talla gruesa sobre un bloque de piedra redondeado. La base esta apenas trabajda.,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No 198
Perez de Barradas José. Arqueología agustiniana. Excavaciones realizadas de marzo a diciembre de 1937. Imprenta nacional. Bogotá. 1943. Página 36;  Lámina 26, 26 Y 27 A
Duque Gómez, Luis. Exploraciones arqueológicas en San Agustín. Ministerio de Educación Nacional. Instituto Colombiano de Antropología. Revista  Colombiana de antropología. Suplemento No.1. Bogotá. 1964. Lamina XXXVIII.
Hernández de Alba, Gregorio. La  cultura arqueológica de San Agustin. Carlos Valencia Editores. Bogotá. Bogotá. 1979. pág. 28"
San Agustín,laja,Laja con representación de figura humana,No. 200,Representa una figura humana que lleva sus brazos cruzados a la altura del pecho y en la mano derecha sostiene un objeto rectangular. Presenta orejas grandes y circulares y boca grande.,Bosque de las estatuas,"Esta laja encontrada junto con las número 199, y 201, fueron encontradas por guaqueros y seguramente formaban parte de tumbas.
Procedencia inicial: el Batán (La Floresta); Localización año 1987: Mesita D; localización actual: Bosque de las estatuas (Sotomayor y Uribe)",130cm  x 104 cm x  30cm,Figura poco elaborada y  poco profunda. Volumen retirado por punteado. Se observa huellas de cinceles planos y redondos en la parte posterior,"Sotomayor María Lucia, Uribe maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 123. Escultura No. 200"
San Agustín,laja,Laja con rostro antropomorfo,No.201,Laja con representación de un rostro antropomorfo,Bosque de las estatuas,"Fue encontrada en el Batán (La Floresta); en 1984 se ubicaba en la Messita D y hoy en el Bosque de las estatuas. Las autoras ((Sotomayor y Uribe) hablan de que estas lajas (199, 200 y 201) fueron enontradas por guaqueros y seguramnete formaban parte de tumbas",97cm  x 91cm x  24cm.,Técnica con relieve particularmente en la parte superior donde se elimina material; la superficie es texturada.,"Sotomayor María Lucia, Uribe maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 123 Escultura No. 201"
San Agustín,laja,Relieve de  una figura femenina  que enseña un niño.,No. 202,"La cabeza tiene forma  de un arco de círculo cortado por una línea horizontal que la separa de la frente. Los ojos son  grandes, de forma semicircular y rodeados de una saliente que sigue su contorno y que representa las pupilas. La nariz es muy  ancha en su base y se encuentra adornada  por medio de una estilización  geométrica especial en cada uno de sus lados. Las  orejas están representadas por medio de una espiral saliente y aparecen por debajo de sendas orejeras discoidales que tiene un  orificio central.  La boca de labios, muy gruesos, se encuentra entreabierta y deja ver claramente dos hileras de dientes,  conformadas así:  tres pequeños al centro, dos largos y puntiagudos de caninos a cada lado de la boca y otros dos en cada una  de las comisuras. Los brazos notoriamente  relevados desde su desprendimiento en las espaldas, se encuentran replegados en ángulo recto. Las manos se dirigen hacia el suelo. Los pulgares dirigidos hacia arriba, sostienen el cuerpo de un niño muy bien representado. Su cara se encuentra esculpida con gran realismo y finura de elaboración. En la parte posterior tan solo se encuentran unos trazos verticales",Bosque de las estatuas,"Esta escultura se encontró al norte del sitio denominado La Estrella y más arriba de Las Moyas, donde se encuentra una loma plana llamada el Cabuyal. Según Alba fue extraída por los guaqueros.",90cm  x 43cm x 34 cm,"Talla La parte anterior presenta un trabajo de líneas perfectamente talladas y de gran precisión. Líneas incisas en la parte superior, relieve parte anterior con detalles incisos, figuras ortogonales, figura infantil muy naturalista.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 125.. Escultura No. 202
Gamboa Hinestrosa Pablo. La escultura en la sociedad agustiniana. Universidad Nacional de Colombia.  Bogotá. 1982. Pág. 22. Fotografía.
Hernández de Alba, Gregorio. La  cultura arqueológica de San Agustín. Carlos Valencia Editores. Bogotá. 1979. Fotografía, pág. 32.
Pérez de Barradas José. Arqueología agustiniana.. Excavaciones realizadas de marzo a diciembre de 1937. Imprenta Nacional. Bogotá. 1943. Página 34.  Lámina 24.
Reichel – Dolmatoff, Gerardo. San Agustín, a culture of Colombia. Praeger Publishers."
San Agustín,estela,Chamán con pies hacia los lados,No. 203,Representa una figura humana.,Bosque de las estatuas,"Según Uribe  y Sotomayor esta laja fue encontrada en el sitio El cabuyal (Alto de las Moyas) del interior de algunos dólmenes provienen  esta clase de retratos funerarios, como son los relieves o estelas. Estas figuras talladas sobre lajas de piedra, hacían parte de las paredes laterales o frontales de cámaras sepulcrales.  (Gamboa)",133cm X 98cm X 12 cm,"Talla poco profunda, inciso en la parte posterior. La ejecución de este tipo de personaje representados en esta laja tallado de cuerpo entero, carece de rigidez propia de la estatuaria y su realización es libre y espontánea. Los relieves funerarios tienen un sentido de la perspectiva de visión simultánea en donde al mismo tiempo se pueden ver partes de una misma figura, de adelante, de atrás y de arriba, mostrando estos personajes desde diferentes ángulos a la vez. (Gamboa)","Gamboa Hinestrosa Pablo. La escultura en la sociedad agustiniana. Universidad Nacional de Colombia.  Bogotá. 1982. Lámina 91.
Sotomayor María Lucia, Uribe maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 126 Escultura No. 203"
San Agustín,escultura,La flautista,No. 205,"De cabeza chata y aplanada, del ancho del cilindro, está cubierta por un ajustado gorro, a modo de solideo, o como ceñida por una doble faja. En la cara  sólo están señalados los ojos y la boca. Falta la nariz y las orejas; no están delineados los pómulos ni la barba y la parte craneana no se diferencia de la facial. Con las manos bien delineadas y sobre el mismo plano, lo mismo que los brazos, sostiene un grueso báculo o soporte cilíndrico, sobre el cual apoya la ancha barba o “trompa de tapir o elefante”.  Parece llevar chaqueta, y las mangas están adornadas con bocamangas. 
Las piernas gruesas y robustas, terminan en el pie, ancho y desnudo, con los dedos gruesos y las uñas bien marcadas. A la espalda lleva  una especie de maleta",Bosque de las estatuas,"Descrita por Codazzi en 1857. Esta escultura fue hallada  al norte del sitio denominado La Estrella y mas arriba de las Moyas, donde se halla una  loma plana denominada El Cabuyal",120cm  x 70cm x 39 cm,Tallada en alto relieve y finamente tallada,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 126. Escultura No.205
Perez de Barradas Jose. Arqueología agustiniana.. Excavaciones realizadas de marzo a diciembre de 1937. Imprenta nacional. Bogotá. 1943. Página 33  Lámina 23.
Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974. Pág. 62-63.  Plancha: 8-2. Foto 6.
Nachtigall, Hortz. Guía de la arqueología agustiniana. Bogotá. Junio 6 de 1953. Foto Vigilantes (# 205 ). La llamada Flautista
Cuervo Márquez Carlos. Estudios arqueológicos y etnográficos.  Editorial Kelly. 1956. Pág. 116.figura 1
Hernández de Alba, Gregorio. La  cultura arqueológica de San Agustín. Carlos Valencia Editores. Bogotá. Bogotá. 1979. Pág: 28-30
Hernández de Alba, Gregorio. La  cultura arqueológica de San Agustín. Carlos Valencia Editores. Bogotá. Bogotá. 1979. Pág: 28-30
Reichel – Dolmatoff, Gerardo. San Agustín, a culture of Colombia. Praeger Publishers. New York. 1972. página 85. Lámina 53"
San Agustín,escultura,Figura con una bolsa en la mano,No. 206,"Presenta tocado circular con dos líneas incisas que después  se inclinan hacia las orejas. Estas llevan adorno doble cónico muy destruido. Ojos formados por líneas dobles, curvas superiores y una recta inferior; pupila circular. Nariz hundida en su arranque y ancha en su base. Pómulos salientes con una doble línea curva debajo. Boca rectangular con los extremos curvos y arqueada hacia arriba, la cual deja ver dientes cuadrados   y colmillos salientes. La boca está rodeada de una línea profunda.
Brazos en ángulo, de hombros curvos y manos como las de un relieve  de Ullumbe, brazaletes o bocamangas.",Bosque de las estatuas,"Según Pérez de Barradas fue encontrada esta estatua en las inmediaciones del rancho de don Alberto Pérez a  poca distancia del camino de Naranjo, no lejos del de San Agustín a Las Mesitas y a unos 3 kilómetros del pueblo.",90cm  x 48cm x 25 cm,"Talla que se acomoda a la forma de la roca, pómulos prominentes, ojos y dientes con incisiones marcadas. Orejeras. Forma naturalista. Atrás es hueco para agarrarla. Parte posterior con huella de cincel.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 127.  Escultura No.206
Pérez de Barradas José. Arqueología agustiniana. Excavaciones realizadas de marzo a diciembre de 1937. Imprenta nacional. Bogotá. 1943. Página 36;  Lámina  27-B.
Hernandez de Alba, Gregorio. La  cultura arqueológica de San Agustín. Carlos Valencia Editores. Bogotá. Bogotá. 1979. pág. 45"
San Agustín,escultura,Cabeza en relieve,No. 208,"Según Preuss,  este relieve hizo parte de algún cuerpo, tiene también el pelo partido en dos, quizá algún gorro; los pómulos de la cara se semejan mucho  a los de otras estatuas. La boca muy grande ostenta cinco dientes centrales, tanto en la parte superior como en la inferior, y de ambas encías salen dos colmillos puntiagudos a los cuales  siguen cuatro dientes. Los ojos son redondos y en relieve. Fuera del rostro la figura no presentaba escultura en ninguna de sus caras.",Bosque de las estatuas,"Según Preuss  a 3 kilómetros de la población de San Agustín hacia el occidente. Muy cerca del parque, se encontraba a principios del siglo un rancho llamado La Estrella. El lugar era conocido como El Alto de la Estrella.",77cm  x 55cm x 35 cm,Talla no tan profunda ni detallada.,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 128.  Escultura No.208
Pérez de Barradas José. Arqueología agustiniana. Excavaciones realizadas de marzo a diciembre de 1937. Imprenta nacional. Bogotá. 1943. Página 36;  Lámina  28.
Hernández de Alba, Gregorio. La  cultura arqueológica de San Agustin. Carlos Valencia Editores. Bogotá. Bogotá. 1979. pág.43."
San Agustín,escultura,figura de varón,No.215,Cabeza de figura humana. Lleva una diadema bipartida por una ranura con  cortes ; un collar doble y pulseras(esta no presenta pulseras). El pelo o el gorro cubre con los acostumbrados escalones las orejas de forma rara. La boca no tiene dientes y no hay indicación de piernas,Bosque de las estatuas,"Procedencia vereda Arauca (La Parada), en el año 1987 (Sotomayor y  Uribe) expresan que se encontraba en la mesita D; hoy en el Bosque de las estatuas.",77cm  x 69cm x  33cm,Talla con volumen en el tocado dos perforaciones que parecen intencionales,"Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974. Pág.96 
Sotomayor María Lucia, Uribe maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 130-131. Escultura No. 215"
San Agustín,escultura,Figura con tocado y sacando de la boca un elemento,No. 223,"Figura  mutilada y tiene una boca deforme, ojos redondos y la nariz cercana a la boca. .. las protuberancias  circulares que se encuentran a cada lado de la boca, han de tenerse como orejas y por lo tanto como simbolos de humanidad, mientras que las protuberancias cuadrangulares envcima de las orejas, pueden considerarse indicio de bestia. La incisión  en forma de segmento de circulo que aparece en la parte superior de la figuraque estamos describiendo, puede  ser la parte superior de la cabeza que en relieve adquiere aquí la forma de arco. Una linea circular en la parte derecha de la incision , puede considerarse a caso como de la piel del animal. No estan los dientes de la mandibula inferior  por que los oculta una ancha cinta de la cual pende la cabeza de un animal. La boca es desmesurada, los ojos son redondos y sobresalen a uno y otro lado de la cabeza; encima de la boca hay dos circulos aue representan las ventanas de la nariz. No parece que la figura principal este engullendo a este otro animal, es de creerse más bien que lo esta sacando de la boca con las manos, que presentan vestigios de uñas.",Bosque de las estatuas,"Esta escultura se encontró en Uyumbe ubicado casi en el extremo  sureste de la Meseta de San Agustín, a unos 3 kilometros del poblado del mismo nombre, y a uno de la trocha que conduce al rio sombrerillos",96m  x  67cm x 35cm,"Talla profunda, detalles incisos","Sotomayor María Lucia, Uribe maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Pág. 135.  Escultura No. 223
Perez de Barradas Jose. Arqueología agustiniana. Excavaciones realizadas de marzo a diciembre de 1937. Imprenta nacional. Bogotá. 1943. Página 30.
Duque Gómez, Luis. Exploraciones arqueológicas en San Agustín. Ministerio de Educación Nacional. Instituto Colombiano de Antropología. Revista  Colombiana de antropología. Suplemento No.1. Bogotá. 1964. Lámina XXXIII.
Reichel- Dolmatoff, Gerardo. San Agustín a culture of Colombia. Praeger Publishers. New York. Washington.  1972.  pág 98. lámina 66.
Preuss K. TH. Arte Monumental Prehistorico. Universidad nacional de Colombia. Bogotá. 1974. P. 54. Plancha: 6: 3-4.  
Cuervo Márquez Carlos. Estudios arqueológicos y etnográficos.  Ediitorial Kelly. 1956. Pág. 117, figura 2."
